Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,DiffYearsSaleVSBuild,DiffYearsRemodAddVSBuild,DiffYearsGarageVSBuild,LotShape_agg,LotConfig_agg,Neighborhood_agg,Condition1_agg,OverallCond_agg,OverallQual_agg,Exterior1st_agg,Exterior2nd_agg,HeatingQC_agg,BsmtFullBath_optb,BsmtHalfBath_optb,FullBath_optb,HalfBath_optb,Functional_agg,Fireplaces_optb,FireplaceQu_agg,GarageType_optb,GarageQual_agg,SaleType_optb,SaleCondition_optb,LotShape_ord,LandContour_ord,Utilities_ord,LandSlope_ord,OverallQual_ord,OverallCond_ord,ExterQual_ord,ExterCond_ord,BsmtQual_ord,BsmtCond_ord,HeatingQC_ord,KitchenQual_ord,FireplaceQu_ord,GarageQual_ord,GarageCond_ord,PoolQC_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,Functional_ord,GarageFinish_ord
1095,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,74,5868,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Average,Good,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,248,Average Rec Room,240,448,936,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,936,0,0,936,1,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,No fireplace,Attached to home,Finished,1,308,Typical/Average,Typical/Average,Paved,0,0,80,0,160,0,No pool,No fence,No specificity,0,2010,Warranty Deed - Conventional,Normal Sale,129000,54.367123287671234,44.03013698630137,0.0,Regular,Inside lot,North Ames,Normal,Good,Average,Metal Siding,Metal Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,6,3,3,3,3,5,3,0,3,3,0,1,4,3,8,3
1096,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,78,9317,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,Above Average,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,24,Unfinshed,0,1290,1314,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1314,0,0,1314,0,0,2,0,3,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,Rough Finished,2,440,Typical/Average,Typical/Average,Paved,0,22,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,176432,1.1616438356164382,0.0,0.0,Slightly irregular,Inside lot,Center and university,Normal,Average,Above Average,Vinyl Siding,Vinyl Siding,Good,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,5,4,4,3,4,3,4,4,4,3,3,0,1,6,1,8,2
1097,2-STORY 1945 & OLDER,Residential Medium Density,60,6882,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,2Story,Above Average,Good,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,No veener,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,684,684,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,773,582,0,1355,0,0,1,1,3,1,Good,7,Typical Functionality,0,No fireplace,No garage,No garage,0,0,No garage,No garage,Paved,136,0,115,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,127000,93.22465753424657,92.06301369863014,0.0,Regular,Inside lot,Est Ames,Normal,Good,Above Average,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['No garage' 'Car Port'],No garage,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,5,6,3,3,3,3,3,4,0,0,0,0,1,1,1,8,0
1098,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,0,3696,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Stone Brook,Normal,Normal,Townhouse End Unit,One story,Very Good,Average,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,No veener,0,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1074,1074,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1088,0,0,1088,0,0,1,1,2,1,Good,5,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,2,461,Typical/Average,Typical/Average,Paved,0,74,137,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,170000,21.76164383561644,0.0,1.0,Regular,Inside lot,High-End Residential Areas,Normal,Average,Excellent,Wood-Based Siding,Wood-Based Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,7,4,4,3,4,3,5,4,0,3,3,0,1,1,1,8,2
1099,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,50,6000,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,1.5Fin,Below Average,Above Average,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,672,Unfinshed,0,0,672,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,757,567,0,1324,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,240,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,128000,73.54794520547945,14.01095890410959,0.0,Regular,Inside lot,Green and Natural Areas,Normal,Above Average,Below Average,Metal Siding,Metal Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,3,5,3,3,3,3,3,3,0,3,3,0,1,4,1,8,1
1100,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,82,11880,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Adjacent to North-South Railroad,Normal,Single-family Detached,One story,Good,Average,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,206,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,704,Unfinshed,0,567,1271,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1601,0,0,1601,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Rough Finished,2,478,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2009,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",157000,31.268493150684932,0.0,0.0,Slightly irregular,Inside lot,North Ames,Adjacent to a Railroad,Average,Good,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Adjoining Land Purchase'
 'Abnormal Sale -  trade, foreclosure, short sale'
 'Sale between family members']",1,1,4,0,6,4,3,3,4,3,3,3,3,3,3,0,1,5,1,8,2
1101,1-STORY 1945 & OLDER,Residential Low Density,60,8400,Paved,nan,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,Single-family Detached,One story,Poor,Average,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Fair - dampness or some cracking or settling,No Exposure,Average Rec Room,290,Unfinshed,0,0,290,Gas forced warm air furnace,Average/Typical,No,60 AMP Fuse Box and mostly Romex wiring (Fair),438,0,0,438,0,0,1,0,1,1,Fair,3,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,246,Typical/Average,Typical/Average,Dirt/Gravel,0,0,0,0,0,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,60000,89.06301369863014,30.02191780821918,10.008219178082191,Regular,Inside lot,South and west Ames,Normal,Average,Poor,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,2,4,0,1,4,3,3,3,2,3,2,0,3,3,0,1,3,1,8,1
1102,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,61,9758,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Average,Average,Gable,Standard (Composite) Shingle,Hard Board,Metal Siding,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,412,Low Quality,287,251,950,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,950,0,0,950,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,No fireplace,Detached from home,Unfinished,1,280,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,119500,36.52054794520548,0.0,10.008219178082191,Slightly irregular,Inside lot,North Ames,Normal,Average,Average,Wood-Based Siding,Metal Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,4,4,3,3,3,3,3,3,0,3,3,0,1,4,2,8,1
1103,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,7000,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Average,Good,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,45,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,588,Unfinshed,0,422,1010,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1134,0,0,1134,0,0,1,0,2,1,Typical/Average,6,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,1,254,Typical/Average,Typical/Average,Paved,0,16,0,0,0,0,No pool,Minimum Wood/Wire,No specificity,0,2007,Warranty Deed - Conventional,Sale between family members,135000,47.27945205479452,42.03013698630137,0.0,Regular,Inside lot,North Ames,Normal,Good,Average,Wood-Based Siding,Wood-Based Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Adjoining Land Purchase'
 'Abnormal Sale -  trade, foreclosure, short sale'
 'Sale between family members']",0,1,4,0,4,6,3,3,3,3,5,3,0,3,3,0,1,3,1,8,2
1104,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,79,8910,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Above Average,Above Average,Hip,Standard (Composite) Shingle,Brick Face,Brick Face,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Average Living Quarters,655,Unfinshed,0,0,655,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1194,0,0,1194,0,1,1,0,3,1,Typical/Average,6,Typical Functionality,1,Fair - Prefabricated Fireplace in basement,Built-In (Garage part of house - typically has room above garage),Finished,2,539,Typical/Average,Typical/Average,Paved,0,0,192,0,0,0,No pool,No fence,No specificity,0,2006,Warranty Deed - Conventional,Normal Sale,159500,47.52876712328767,0.0,-5.002739726027397,Regular,Corner lot,North Ames,Normal,Above Average,Above Average,Brick or Stone Façade,Brick or Stone Façade,Excellent,"(-inf, 0.50)","[0.50, inf)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Fair - Prefabricated Fireplace in basement,['Built-In (Garage part of house - typically has room above garage)'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,5,5,3,3,3,3,5,3,2,3,3,0,2,5,1,8,3
1105,2-STORY PUD - 1946 & NEWER,Residential Medium Density,24,2016,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,Townhouse End Unit,2Story,Average,Average,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,304,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,630,630,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,630,672,0,1302,0,0,2,1,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Detached from home,Unfinished,2,440,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,106000,37.271232876712325,0.0,0.0,Regular,Inside lot,Green and Natural Areas,Normal,Average,Average,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,4,3,3,3,3,3,3,0,3,3,0,1,1,1,8,1
1106,2-STORY 1946 & NEWER,Residential Low Density,98,12256,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge,Normal,Normal,Single-family Detached,2Story,Very Good,Average,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,362,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,1032,Unfinshed,0,431,1463,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1500,1122,0,2622,1,0,2,1,3,1,Good,9,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Rough Finished,2,712,Typical/Average,Typical/Average,Paved,186,32,0,0,0,0,No pool,No fence,No specificity,0,2010,Warranty Deed - Conventional,Normal Sale,325000,16.257534246575343,1.0,0.0,Slightly irregular,Corner lot,North Ames,Normal,Average,Excellent,Wood-Based Siding,Wood-Based Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[1.50, inf)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,7,4,4,3,5,3,5,4,3,3,3,0,3,6,1,8,2
1107,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,114,10357,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer West,Adjacent to feeder street,Normal,Single-family Detached,One story,Good,Average,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,No veener,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,738,Unfinshed,0,172,910,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1442,0,0,1442,1,0,2,0,3,1,Good,6,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Finished,2,719,Typical/Average,Typical/Average,Paved,0,244,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,179900,17.339726027397262,1.0,0.0,Slightly irregular,Corner lot,South and west Ames,Adjacent to a major street,Average,Good,Wood-Based Siding,Wood-Based Siding,Good,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,6,4,4,3,4,3,4,4,3,3,3,0,2,6,1,8,3
1108,2-STORY 1946 & NEWER,Residential Low Density,168,23257,Paved,nan,Irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,2Story,Good,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Good,No Exposure,Unfinshed,0,Unfinshed,0,868,868,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,887,1134,0,2021,0,0,2,1,3,1,Good,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),Rough Finished,2,422,Typical/Average,Typical/Average,Paved,0,100,0,0,0,0,No pool,No fence,No specificity,0,2006,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),274725,0.6657534246575343,0.0,0.0,Irregular,Cul-de-sac,North Ames,Normal,Average,Good,Vinyl Siding,Vinyl Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Built-In (Garage part of house - typically has room above garage)'],Typical/Average,"['Contract 15% Down payment regular terms'
 'Home just constructed and sold']",['Home was not completed when last assessed (associated with New Homes)'],3,3,4,0,6,4,4,3,5,4,5,4,4,3,3,0,1,1,1,8,2
1109,2-STORY 1946 & NEWER,Residential Low Density,0,8063,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,2Story,Above Average,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,924,924,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,948,742,0,1690,0,0,2,1,3,1,Typical/Average,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Rough Finished,2,463,Typical/Average,Typical/Average,Paved,100,48,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",181000,7.838356164383562,0.0,0.0,Regular,Inside lot,North Ames,Normal,Average,Above Average,Vinyl Siding,Vinyl Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Adjoining Land Purchase'
 'Abnormal Sale -  trade, foreclosure, short sale'
 'Sale between family members']",0,1,4,0,5,4,3,3,4,3,5,3,3,3,3,0,1,1,1,8,2
1110,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,107,11362,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,Very Good,Average,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Stone,42,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,1039,Unfinshed,0,797,1836,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1836,0,0,1836,1,0,2,0,3,1,Good,7,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,Finished,3,862,Typical/Average,Typical/Average,Paved,125,185,0,0,0,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,280000,5.167123287671233,1.0027397260273974,0.0,Slightly irregular,Inside lot,North Ames,Normal,Average,Excellent,Metal Siding,Metal Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,7,4,4,3,5,3,5,4,4,3,3,0,2,6,1,8,3
1111,2-STORY 1946 & NEWER,Residential Low Density,0,8000,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,2Story,Above Average,Average,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,No veener,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,219,Unfinshed,0,554,773,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,773,885,0,1658,1,0,2,1,3,1,Typical/Average,8,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Finished,2,431,Typical/Average,Typical/Average,Paved,224,84,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,188000,13.424657534246576,1.0,0.0,Regular,Inside lot,North Ames,Normal,Average,Above Average,Wood-Based Siding,Wood-Based Siding,Good,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[0.50, 1.50)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,5,4,3,3,4,3,4,3,3,3,3,0,1,6,1,8,3
